2019-05-14 08:52:53,245 DEBUG [SpringJUnit4ClassRunner]  - SpringJUnit4ClassRunner constructor called with [class pl.tau.boardgame.service.FigureManagerTest]
2019-05-14 08:52:54,908 DEBUG [Namespace]  - Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
2019-05-14 08:52:54,929 DEBUG [AnnotationBinder]  - Binding entity from annotated class: pl.tau.boardgame.domain.Figure
2019-05-14 08:52:54,943 DEBUG [QueryBinder]  - Binding named query: figure.all => Select f from Figure f
2019-05-14 08:52:54,943 DEBUG [QueryBinder]  - Binding named query: figure.findFigure => Select f from Figure f where f.name like :figureNameFragment
2019-05-14 08:52:54,943 DEBUG [QueryBinder]  - Binding named query: figure.findFiguresByOwner => Select f from Figure f where f.owner like :owner
2019-05-14 08:52:54,951 DEBUG [Ejb3Column]  - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
2019-05-14 08:52:54,956 DEBUG [EntityBinder]  - Import with entity name Figure
2019-05-14 08:52:54,959 DEBUG [EntityBinder]  - Bind entity pl.tau.boardgame.domain.Figure on table figure
2019-05-14 08:52:54,981 DEBUG [Ejb3Column]  - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(figure), mappingColumn=id, insertable=true, updatable=true, unique=false}
2019-05-14 08:52:54,983 DEBUG [PropertyBinder]  - MetadataSourceProcessor property id with lazy=false
2019-05-14 08:52:54,984 DEBUG [AbstractPropertyHolder]  - Attempting to locate auto-apply AttributeConverter for property [pl.tau.boardgame.domain.Figure:id]
2019-05-14 08:52:54,985 DEBUG [SimpleValueBinder]  - building SimpleValue for id
2019-05-14 08:52:54,987 DEBUG [PropertyBinder]  - Building property id
2019-05-14 08:52:54,989 DEBUG [Ejb3Column]  - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(figure), mappingColumn=HP, insertable=true, updatable=true, unique=false}
2019-05-14 08:52:54,989 DEBUG [PropertyBinder]  - MetadataSourceProcessor property HP with lazy=false
2019-05-14 08:52:54,989 DEBUG [AbstractPropertyHolder]  - Attempting to locate auto-apply AttributeConverter for property [pl.tau.boardgame.domain.Figure:HP]
2019-05-14 08:52:54,990 DEBUG [SimpleValueBinder]  - building SimpleValue for HP
2019-05-14 08:52:54,990 DEBUG [PropertyBinder]  - Building property HP
2019-05-14 08:52:54,990 DEBUG [Ejb3Column]  - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(figure), mappingColumn=name, insertable=true, updatable=true, unique=false}
2019-05-14 08:52:54,990 DEBUG [PropertyBinder]  - MetadataSourceProcessor property name with lazy=false
2019-05-14 08:52:54,990 DEBUG [AbstractPropertyHolder]  - Attempting to locate auto-apply AttributeConverter for property [pl.tau.boardgame.domain.Figure:name]
2019-05-14 08:52:54,990 DEBUG [SimpleValueBinder]  - building SimpleValue for name
2019-05-14 08:52:54,990 DEBUG [PropertyBinder]  - Building property name
2019-05-14 08:52:54,991 DEBUG [Ejb3Column]  - Binding column: Ejb3JoinColumn{logicalColumnName='owner_id', referencedColumn='', mappedBy=''}
2019-05-14 08:52:54,992 DEBUG [Ejb3Column]  - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(figure), mappingColumn=owner, insertable=true, updatable=true, unique=false}
2019-05-14 08:52:54,994 DEBUG [PropertyBinder]  - Building property owner
2019-05-14 08:52:54,995 DEBUG [AnnotationBinder]  - Binding entity from annotated class: pl.tau.boardgame.domain.Owner
2019-05-14 08:52:54,995 DEBUG [QueryBinder]  - Binding named query: owner.all => Select o from Owner o
2019-05-14 08:52:54,995 DEBUG [Ejb3Column]  - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
2019-05-14 08:52:54,995 DEBUG [EntityBinder]  - Import with entity name Owner
2019-05-14 08:52:54,995 DEBUG [EntityBinder]  - Bind entity pl.tau.boardgame.domain.Owner on table owner
2019-05-14 08:52:54,998 DEBUG [Ejb3Column]  - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(owner), mappingColumn=id, insertable=true, updatable=true, unique=false}
2019-05-14 08:52:54,998 DEBUG [PropertyBinder]  - MetadataSourceProcessor property id with lazy=false
2019-05-14 08:52:54,999 DEBUG [AbstractPropertyHolder]  - Attempting to locate auto-apply AttributeConverter for property [pl.tau.boardgame.domain.Owner:id]
2019-05-14 08:52:54,999 DEBUG [SimpleValueBinder]  - building SimpleValue for id
2019-05-14 08:52:54,999 DEBUG [PropertyBinder]  - Building property id
2019-05-14 08:52:54,999 DEBUG [Ejb3Column]  - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='owner'}
2019-05-14 08:52:54,999 DEBUG [Ejb3Column]  - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(owner), mappingColumn=figures, insertable=true, updatable=true, unique=false}
2019-05-14 08:52:55,000 DEBUG [Ejb3Column]  - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(owner), mappingColumn=null, insertable=true, updatable=true, unique=false}
2019-05-14 08:52:55,007 DEBUG [Ejb3Column]  - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(owner), mappingColumn=element, insertable=true, updatable=true, unique=false}
2019-05-14 08:52:55,008 DEBUG [Ejb3Column]  - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(owner), mappingColumn=figures_KEY, insertable=true, updatable=true, unique=false}
2019-05-14 08:52:55,008 DEBUG [Ejb3Column]  - Binding column: Ejb3JoinColumn{logicalColumnName='figures_KEY', referencedColumn='null', mappedBy='null'}
2019-05-14 08:52:55,009 DEBUG [Ejb3Column]  - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='owner'}
2019-05-14 08:52:55,009 DEBUG [Ejb3Column]  - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='owner'}
2019-05-14 08:52:55,009 DEBUG [CollectionBinder]  - Collection role: pl.tau.boardgame.domain.Owner.figures
2019-05-14 08:52:55,011 DEBUG [PropertyBinder]  - Building property figures
2019-05-14 08:52:55,011 DEBUG [Ejb3Column]  - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(owner), mappingColumn=firstName, insertable=true, updatable=true, unique=false}
2019-05-14 08:52:55,011 DEBUG [PropertyBinder]  - MetadataSourceProcessor property firstName with lazy=false
2019-05-14 08:52:55,011 DEBUG [AbstractPropertyHolder]  - Attempting to locate auto-apply AttributeConverter for property [pl.tau.boardgame.domain.Owner:firstName]
2019-05-14 08:52:55,011 DEBUG [SimpleValueBinder]  - building SimpleValue for firstName
2019-05-14 08:52:55,011 DEBUG [PropertyBinder]  - Building property firstName
2019-05-14 08:52:55,012 DEBUG [SimpleValueBinder]  - Starting fillSimpleValue for id
2019-05-14 08:52:55,012 DEBUG [SimpleValueBinder]  - Starting fillSimpleValue for HP
2019-05-14 08:52:55,012 DEBUG [SimpleValueBinder]  - Starting fillSimpleValue for name
2019-05-14 08:52:55,012 DEBUG [SimpleValueBinder]  - Starting fillSimpleValue for id
2019-05-14 08:52:55,012 DEBUG [SimpleValueBinder]  - Starting fillSimpleValue for firstName
2019-05-14 08:52:55,015 DEBUG [PrimaryKey]  - Forcing column [id] to be non-null as it is part of the primary key for table [figure]
2019-05-14 08:52:55,015 DEBUG [PrimaryKey]  - Forcing column [id] to be non-null as it is part of the primary key for table [owner]
2019-05-14 08:52:55,015 DEBUG [CollectionSecondPass]  - Second pass for collection: pl.tau.boardgame.domain.Owner.figures
2019-05-14 08:52:55,016 DEBUG [CollectionBinder]  - Binding a OneToMany: pl.tau.boardgame.domain.Owner.figures through a foreign key
2019-05-14 08:52:55,016 DEBUG [CollectionBinder]  - Mapping collection: pl.tau.boardgame.domain.Owner.figures -> figure
2019-05-14 08:52:55,017 DEBUG [TableBinder]  - Retrieving property pl.tau.boardgame.domain.Figure.owner
2019-05-14 08:52:55,018 DEBUG [CollectionSecondPass]  - Mapped collection key: owner_id, one-to-many: pl.tau.boardgame.domain.Figure
2019-05-14 08:52:55,018 DEBUG [InFlightMetadataCollectorImpl]  - Resolving reference to class: pl.tau.boardgame.domain.Owner
2019-05-14 08:52:55,020 DEBUG [InFlightMetadataCollectorImpl]  - Resolving reference to class: pl.tau.boardgame.domain.Owner
2019-05-14 08:52:55,045 DEBUG [SessionFactoryImpl]  - Building session factory
2019-05-14 08:52:55,046 DEBUG [Settings]  - SessionFactory name : null
2019-05-14 08:52:55,046 DEBUG [Settings]  - Automatic flush during beforeCompletion(): disabled
2019-05-14 08:52:55,046 DEBUG [Settings]  - Automatic session close at end of transaction: disabled
2019-05-14 08:52:55,046 DEBUG [Settings]  - Statistics: disabled
2019-05-14 08:52:55,046 DEBUG [Settings]  - Deleted entity synthetic identifier rollback: disabled
2019-05-14 08:52:55,046 DEBUG [Settings]  - Default entity-mode: pojo
2019-05-14 08:52:55,046 DEBUG [Settings]  - Check Nullability in Core (should be disabled when Bean Validation is on): enabled
2019-05-14 08:52:55,046 DEBUG [Settings]  - Allow initialization of lazy state outside session : disabled
2019-05-14 08:52:55,046 DEBUG [Settings]  - Using BatchFetchStyle : LEGACY
2019-05-14 08:52:55,046 DEBUG [Settings]  - Default batch fetch size: -1
2019-05-14 08:52:55,046 DEBUG [Settings]  - Maximum outer join fetch depth: null
2019-05-14 08:52:55,046 DEBUG [Settings]  - Default null ordering: NONE
2019-05-14 08:52:55,046 DEBUG [Settings]  - Order SQL updates by primary key: disabled
2019-05-14 08:52:55,047 DEBUG [Settings]  - Order SQL inserts for batching: disabled
2019-05-14 08:52:55,047 DEBUG [Settings]  - multi-tenancy strategy : NONE
2019-05-14 08:52:55,047 DEBUG [Settings]  - JTA Track by Thread: enabled
2019-05-14 08:52:55,047 DEBUG [Settings]  - Query language substitutions: {}
2019-05-14 08:52:55,047 DEBUG [Settings]  - JPA query language strict compliance: disabled
2019-05-14 08:52:55,047 DEBUG [Settings]  - Named query checking : enabled
2019-05-14 08:52:55,047 DEBUG [Settings]  - Second-level cache: enabled
2019-05-14 08:52:55,047 DEBUG [Settings]  - Second-level query cache: disabled
2019-05-14 08:52:55,047 DEBUG [Settings]  - Second-level query cache factory: org.hibernate.cache.internal.StandardQueryCacheFactory@6b9ce1bf
2019-05-14 08:52:55,047 DEBUG [Settings]  - Second-level cache region prefix: null
2019-05-14 08:52:55,047 DEBUG [Settings]  - Optimize second-level cache for minimal puts: disabled
2019-05-14 08:52:55,047 DEBUG [Settings]  - Structured second-level cache entries: disabled
2019-05-14 08:52:55,047 DEBUG [Settings]  - Second-level cache direct-reference entries: disabled
2019-05-14 08:52:55,047 DEBUG [Settings]  - Automatic eviction of collection cache: disabled
2019-05-14 08:52:55,047 DEBUG [Settings]  - JDBC batch size: 15
2019-05-14 08:52:55,047 DEBUG [Settings]  - JDBC batch updates for versioned data: enabled
2019-05-14 08:52:55,047 DEBUG [Settings]  - Scrollable result sets: enabled
2019-05-14 08:52:55,047 DEBUG [Settings]  - Wrap result sets: disabled
2019-05-14 08:52:55,047 DEBUG [Settings]  - JDBC3 getGeneratedKeys(): enabled
2019-05-14 08:52:55,047 DEBUG [Settings]  - JDBC result set fetch size: null
2019-05-14 08:52:55,047 DEBUG [Settings]  - Connection release mode: ON_CLOSE
2019-05-14 08:52:55,047 DEBUG [Settings]  - Generate SQL with comments: disabled
2019-05-14 08:52:55,088 DEBUG [SessionFactoryImpl]  - Session factory constructed with filter configurations : {}
2019-05-14 08:52:55,088 DEBUG [SessionFactoryImpl]  - Instantiating session factory with properties: {java.runtime.name=Java(TM) SE Runtime Environment, java.vm.version=25.202-b08, sun.boot.library.path=C:\Program Files\Java\jdk1.8.0_202\jre\bin, hibernate.boot.CfgXmlAccessService.key=org.hibernate.boot.cfgxml.spi.LoadedConfig@44e3760b, java.vm.vendor=Oracle Corporation, java.vendor.url=http://java.oracle.com/, path.separator=;, hibernate.classLoaders=[sun.misc.Launcher$AppClassLoader@18b4aac2], java.vm.name=Java HotSpot(TM) 64-Bit Server VM, file.encoding.pkg=sun.io, sun.os.patch.level=, user.script=, user.country=US, sun.java.launcher=SUN_STANDARD, java.vm.specification.name=Java Virtual Machine Specification, user.dir=D:\TAU\TAU-\lab09I10BoardGame\labsix, java.runtime.version=1.8.0_202-b08, java.awt.graphicsenv=sun.awt.Win32GraphicsEnvironment, os.arch=amd64, hibernate.current_session_context_class=org.springframework.orm.hibernate5.SpringSessionContext, java.endorsed.dirs=C:\Program Files\Java\jdk1.8.0_202\jre\lib\endorsed, java.io.tmpdir=C:\Users\ALEKSA~1\AppData\Local\Temp\, line.separator=
, java.vm.specification.vendor=Oracle Corporation, user.variant=, os.name=Windows 10, sun.jnu.encoding=Cp1252, hibernate.connection.datasource=org.springframework.jdbc.datasource.DriverManagerDataSource@3bd82cf5, java.library.path=C:\Program Files\Java\jdk1.8.0_202\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;C:\ProgramData\DockerDesktop\version-bin;C:\Program Files\Docker\Docker\Resources\bin;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Program Files\Git\cmd;C:\Users\AleksanderKozyra\Downloads\apache-maven-3.6.0-bin\apache-maven-3.6.0\bin;;C:\PostgreSQL\pg11\bin;C:\PostgreSQL9\pg96\bin;D:\node\;C:\Users\AleksanderKozyra\AppData\Local\Programs\Python\Python37-32\Scripts\;C:\Users\AleksanderKozyra\AppData\Local\Programs\Python\Python37-32\;C:\Users\AleksanderKozyra\AppData\Local\Microsoft\WindowsApps;D:\heroku\bin;C:\Users\AleksanderKozyra\AppData\Roaming\npm;., java.class.version=52.0, java.specification.name=Java Platform API Specification, sun.management.compiler=HotSpot 64-Bit Tiered Compilers, os.version=10.0, user.home=C:\Users\AleksanderKozyra, user.timezone=Europe/Belgrade, java.awt.printerjob=sun.awt.windows.WPrinterJob, hibernate.connection.release_mode=ON_CLOSE, file.encoding=UTF-8, java.specification.version=1.8, user.name=AleksanderKozyra, java.class.path=C:\Users\AleksanderKozyra\AppData\Local\JetBrains\Toolbox\apps\IDEA-U\ch-0\191.6183.87\lib\idea_rt.jar;C:\Users\AleksanderKozyra\AppData\Local\JetBrains\Toolbox\apps\IDEA-U\ch-0\191.6183.87\plugins\junit\lib\junit-rt.jar;C:\Users\AleksanderKozyra\AppData\Local\JetBrains\Toolbox\apps\IDEA-U\ch-0\191.6183.87\plugins\junit\lib\junit5-rt.jar;C:\Program Files\Java\jdk1.8.0_202\jre\lib\charsets.jar;C:\Program Files\Java\jdk1.8.0_202\jre\lib\deploy.jar;C:\Program Files\Java\jdk1.8.0_202\jre\lib\ext\access-bridge-64.jar;C:\Program Files\Java\jdk1.8.0_202\jre\lib\ext\cldrdata.jar;C:\Program Files\Java\jdk1.8.0_202\jre\lib\ext\dnsns.jar;C:\Program Files\Java\jdk1.8.0_202\jre\lib\ext\jaccess.jar;C:\Program Files\Java\jdk1.8.0_202\jre\lib\ext\jfxrt.jar;C:\Program Files\Java\jdk1.8.0_202\jre\lib\ext\localedata.jar;C:\Program Files\Java\jdk1.8.0_202\jre\lib\ext\nashorn.jar;C:\Program Files\Java\jdk1.8.0_202\jre\lib\ext\sunec.jar;C:\Program Files\Java\jdk1.8.0_202\jre\lib\ext\sunjce_provider.jar;C:\Program Files\Java\jdk1.8.0_202\jre\lib\ext\sunmscapi.jar;C:\Program Files\Java\jdk1.8.0_202\jre\lib\ext\sunpkcs11.jar;C:\Program Files\Java\jdk1.8.0_202\jre\lib\ext\zipfs.jar;C:\Program Files\Java\jdk1.8.0_202\jre\lib\javaws.jar;C:\Program Files\Java\jdk1.8.0_202\jre\lib\jce.jar;C:\Program Files\Java\jdk1.8.0_202\jre\lib\jfr.jar;C:\Program Files\Java\jdk1.8.0_202\jre\lib\jfxswt.jar;C:\Program Files\Java\jdk1.8.0_202\jre\lib\jsse.jar;C:\Program Files\Java\jdk1.8.0_202\jre\lib\management-agent.jar;C:\Program Files\Java\jdk1.8.0_202\jre\lib\plugin.jar;C:\Program Files\Java\jdk1.8.0_202\jre\lib\resources.jar;C:\Program Files\Java\jdk1.8.0_202\jre\lib\rt.jar;D:\TAU\TAU-\lab09I10BoardGame\labsix\target\test-classes;D:\TAU\TAU-\lab09I10BoardGame\labsix\target\classes;C:\Users\AleksanderKozyra\.m2\repository\junit\junit\4.12\junit-4.12.jar;C:\Users\AleksanderKozyra\.m2\repository\org\hamcrest\hamcrest-core\1.3\hamcrest-core-1.3.jar;C:\Users\AleksanderKozyra\.m2\repository\log4j\log4j\1.2.16\log4j-1.2.16.jar;C:\Users\AleksanderKozyra\.m2\repository\org\springframework\spring-core\5.1.7.RELEASE\spring-core-5.1.7.RELEASE.jar;C:\Users\AleksanderKozyra\.m2\repository\org\springframework\spring-jcl\5.1.7.RELEASE\spring-jcl-5.1.7.RELEASE.jar;C:\Users\AleksanderKozyra\.m2\repository\org\springframework\spring-expression\5.1.7.RELEASE\spring-expression-5.1.7.RELEASE.jar;C:\Users\AleksanderKozyra\.m2\repository\org\springframework\spring-beans\5.1.7.RELEASE\spring-beans-5.1.7.RELEASE.jar;C:\Users\AleksanderKozyra\.m2\repository\org\springframework\spring-aop\5.1.7.RELEASE\spring-aop-5.1.7.RELEASE.jar;C:\Users\AleksanderKozyra\.m2\repository\org\springframework\spring-context\5.1.7.RELEASE\spring-context-5.1.7.RELEASE.jar;C:\Users\AleksanderKozyra\.m2\repository\org\springframework\spring-context-support\5.1.7.RELEASE\spring-context-support-5.1.7.RELEASE.jar;C:\Users\AleksanderKozyra\.m2\repository\org\springframework\spring-tx\5.1.7.RELEASE\spring-tx-5.1.7.RELEASE.jar;C:\Users\AleksanderKozyra\.m2\repository\org\springframework\spring-jdbc\5.1.7.RELEASE\spring-jdbc-5.1.7.RELEASE.jar;C:\Users\AleksanderKozyra\.m2\repository\org\springframework\spring-orm\5.1.7.RELEASE\spring-orm-5.1.7.RELEASE.jar;C:\Users\AleksanderKozyra\.m2\repository\org\springframework\spring-oxm\5.1.7.RELEASE\spring-oxm-5.1.7.RELEASE.jar;C:\Users\AleksanderKozyra\.m2\repository\org\springframework\spring-web\5.1.7.RELEASE\spring-web-5.1.7.RELEASE.jar;C:\Users\AleksanderKozyra\.m2\repository\org\springframework\spring-webmvc\5.1.7.RELEASE\spring-webmvc-5.1.7.RELEASE.jar;C:\Users\AleksanderKozyra\.m2\repository\org\springframework\spring-webmvc-portlet\4.3.24.RELEASE\spring-webmvc-portlet-4.3.24.RELEASE.jar;C:\Users\AleksanderKozyra\.m2\repository\org\springframework\spring-test\5.1.7.RELEASE\spring-test-5.1.7.RELEASE.jar;C:\Users\AleksanderKozyra\.m2\repository\org\hibernate\hibernate-core\5.1.6.Final\hibernate-core-5.1.6.Final.jar;C:\Users\AleksanderKozyra\.m2\repository\org\jboss\logging\jboss-logging\3.3.0.Final\jboss-logging-3.3.0.Final.jar;C:\Users\AleksanderKozyra\.m2\repository\org\hibernate\javax\persistence\hibernate-jpa-2.1-api\1.0.0.Final\hibernate-jpa-2.1-api-1.0.0.Final.jar;C:\Users\AleksanderKozyra\.m2\repository\org\javassist\javassist\3.20.0-GA\javassist-3.20.0-GA.jar;C:\Users\AleksanderKozyra\.m2\repository\antlr\antlr\2.7.7\antlr-2.7.7.jar;C:\Users\AleksanderKozyra\.m2\repository\org\apache\geronimo\specs\geronimo-jta_1.1_spec\1.1.1\geronimo-jta_1.1_spec-1.1.1.jar;C:\Users\AleksanderKozyra\.m2\repository\org\jboss\jandex\2.0.3.Final\jandex-2.0.3.Final.jar;C:\Users\AleksanderKozyra\.m2\repository\com\fasterxml\classmate\1.3.0\classmate-1.3.0.jar;C:\Users\AleksanderKozyra\.m2\repository\dom4j\dom4j\1.6.1\dom4j-1.6.1.jar;C:\Users\AleksanderKozyra\.m2\repository\xml-apis\xml-apis\1.0.b2\xml-apis-1.0.b2.jar;C:\Users\AleksanderKozyra\.m2\repository\org\hibernate\common\hibernate-commons-annotations\5.0.1.Final\hibernate-commons-annotations-5.0.1.Final.jar;C:\Users\AleksanderKozyra\.m2\repository\org\slf4j\slf4j-log4j12\1.6.1\slf4j-log4j12-1.6.1.jar;C:\Users\AleksanderKozyra\.m2\repository\org\slf4j\slf4j-api\1.6.1\slf4j-api-1.6.1.jar;C:\Users\AleksanderKozyra\.m2\repository\jboss\javassist\3.7.ga\javassist-3.7.ga.jar;C:\Users\AleksanderKozyra\.m2\repository\commons-dbcp\commons-dbcp\1.4\commons-dbcp-1.4.jar;C:\Users\AleksanderKozyra\.m2\repository\commons-pool\commons-pool\1.5.4\commons-pool-1.5.4.jar;C:\Users\AleksanderKozyra\.m2\repository\javax\xml\bind\jaxb-api\2.2.11\jaxb-api-2.2.11.jar;C:\Users\AleksanderKozyra\.m2\repository\com\sun\xml\bind\jaxb-core\2.2.11\jaxb-core-2.2.11.jar;C:\Users\AleksanderKozyra\.m2\repository\com\sun\xml\bind\jaxb-impl\2.2.11\jaxb-impl-2.2.11.jar;C:\Users\AleksanderKozyra\.m2\repository\javax\activation\activation\1.1.1\activation-1.1.1.jar;C:\Users\AleksanderKozyra\.m2\repository\org\hsqldb\hsqldb\2.3.4\hsqldb-2.3.4.jar;C:\Users\AleksanderKozyra\AppData\Local\JetBrains\Toolbox\apps\IDEA-U\ch-0\191.6183.87\lib\idea_rt.jar, hibernate.bytecode.use_reflection_optimizer=false, hibernate.show_sql=true, java.vm.specification.version=1.8, sun.arch.data.model=64, sun.java.command=com.intellij.rt.execution.junit.JUnitStarter -ideVersion5 -junit4 pl.tau.boardgame.service.FigureManagerTest, java.home=C:\Program Files\Java\jdk1.8.0_202\jre, hibernate.dialect=org.hibernate.dialect.HSQLDialect, user.language=en, java.specification.vendor=Oracle Corporation, awt.toolkit=sun.awt.windows.WToolkit, java.vm.info=mixed mode, java.version=1.8.0_202, java.ext.dirs=C:\Program Files\Java\jdk1.8.0_202\jre\lib\ext;C:\Windows\Sun\Java\lib\ext, sun.boot.class.path=C:\Program Files\Java\jdk1.8.0_202\jre\lib\resources.jar;C:\Program Files\Java\jdk1.8.0_202\jre\lib\rt.jar;C:\Program Files\Java\jdk1.8.0_202\jre\lib\sunrsasign.jar;C:\Program Files\Java\jdk1.8.0_202\jre\lib\jsse.jar;C:\Program Files\Java\jdk1.8.0_202\jre\lib\jce.jar;C:\Program Files\Java\jdk1.8.0_202\jre\lib\charsets.jar;C:\Program Files\Java\jdk1.8.0_202\jre\lib\jfr.jar;C:\Program Files\Java\jdk1.8.0_202\jre\classes, java.vendor=Oracle Corporation, file.separator=\, java.vendor.url.bug=http://bugreport.sun.com/bugreport/, hibernate.hbm2ddl.auto=update, idea.test.cyclic.buffer.size=1048576, sun.io.unicode.encoding=UnicodeLittle, sun.cpu.endian=little, sun.desktop=windows, sun.cpu.isalist=amd64}
